abbhakṣa+Sing+Nom	abbhakṣa
vartani+Plur+Nom	vartaniaḥ

vartani+Sing+Acc	vartaniam

vartani+Sing+Nom	vartani

vartani+Sing+Voc	+?

vartikā+Sing+Acc	vartikāam

vartis+Sing+Acc	vartiṣam

vartman+Dual+Loc	vartmanoḥ

vartman+Plur+Loc	vartmansu

vartman+Sing+Acc	vartmanam

vartman+Sing+Ins	vartmanā

vartman+Sing+Loc	vartmani

vartman+Sing+Nom	vartman

vartī+Sing+Acc	vartīam

varuṇa+Dual+Nom	varuṇaau

varuṇa+Dual+Voc	+?

varuṇa+Sing+Abl	varuṇaaḥ

varuṇa+Sing+Acc	varuṇaam

varuṇa+Sing+Dat	varuṇae

varuṇa+Sing+Gen	varuṇaaḥ

varuṇa+Sing+Ins	varuṇaā

varuṇa+Sing+Loc	varuṇai

varuṇa+Sing+Nom	varuṇa

varuṇa+Sing+Voc	+?

varuṇapraghāsa+Plur+Acc	varuṇapraghāsaaḥ

varuṇapraghāsa+Plur+Ins	varuṇapraghāsabhiḥ

varuṇapraghāsa+Plur+Loc	varuṇapraghāsasu

varuṇapraghāsa+Plur+Nom	varuṇapraghāsaaḥ

varuṇānī+Sing+Nom	varuṇānī

varāha+Plur+Gen	varāhaām

varāha+Sing+Acc	varāhaam

varāha+Sing+Loc	varāhai

varāha+Sing+Nom	varāha

varūtha+Dual+Acc	varūthaau

varūtha+Sing+Acc	varūthaam

varūtha+Sing+Nom	varūtha

varṇa+Dual+Acc	varṇaau

varṇa+Plur+Acc	varṇaaḥ

varṇa+Plur+Dat	varṇabhyaḥ

varṇa+Plur+Gen	varṇaām

varṇa+Plur+Ins	varṇabhiḥ

varṇa+Plur+Loc	varṇasu

varṇa+Plur+Nom	varṇaaḥ

varṇa+Sing+Abl	varṇaaḥ

varṇa+Sing+Acc	varṇaam

varṇa+Sing+Gen	varṇaaḥ

varṇa+Sing+Ins	varṇaā

varṇa+Sing+Loc	varṇai

varṇa+Sing+Nom	varṇa

varṇa+Sing+Voc	+?

varṣa+Plur+Acc	varṣaaḥ

varṣa+Plur+Gen	varṣaām

varṣa+Plur+Loc	varṣasu

varṣa+Plur+Nom	varṣaaḥ

varṣa+Sing+Abl	varṣaaḥ

varṣa+Sing+Acc	varṣaam

varṣa+Sing+Gen	varṣaaḥ

varṣa+Sing+Ins	varṣaā

varṣa+Sing+Loc	varṣai

varṣa+Sing+Nom	varṣa

varṣakārī+Sing+Acc	varṣakārīam

varṣma+Sing+Nom	varṣma

varṣman+Sing+Abl	varṣmanaḥ

varṣman+Sing+Acc	varṣmanam

varṣman+Sing+Ins	varṣmanā

varṣman+Sing+Loc	varṣmani

varṣman+Sing+Nom	varṣman

varṣā+Plur+Acc	varṣāaḥ

varṣā+Plur+Ins	varṣābhiḥ

varṣā+Plur+Loc	varṣāsu

varṣā+Plur+Nom	varṣāaḥ

varṣā+Sing+Nom	varṣā

varṣārātra+Sing+Acc	varṣārātraam

vasana+Dual+Nom	vasanaau

vasana+Plur+Acc	vasanaaḥ

vasana+Plur+Nom	vasanaaḥ

vasana+Sing+Acc	vasanaam

vasana+Sing+Ins	vasanaā

vasana+Sing+Loc	vasanai

vasana+Sing+Nom	vasana

vasanta+Plur+Acc	vasantaaḥ

vasanta+Sing+Acc	vasantaam

vasanta+Sing+Dat	vasantae

vasanta+Sing+Loc	vasantai

vasanta+Sing+Nom	vasanta

vasati+Plur+Acc	vasatiaḥ

vasati+Sing+Ins	vasatiā

vasatīvarī+Plur+Acc	vasatīvarīaḥ

vasatīvarī+Plur+Loc	vasatīvarīṣu

vasatīvarī+Plur+Nom	vasatīvarīaḥ

vasavya+Plur+Acc	vasavyaaḥ

vasavāna+Sing+Voc	+?

vasiṣṭha+Plur+Acc	vasiṣṭhaaḥ

vasiṣṭha+Plur+Gen	vasiṣṭhaām

vasiṣṭha+Plur+Nom	vasiṣṭhaaḥ

vasiṣṭha+Plur+Voc	+?

vasiṣṭha+Sing+Acc	vasiṣṭhaam

vasiṣṭha+Sing+Gen	vasiṣṭhaaḥ

vasiṣṭha+Sing+Nom	vasiṣṭha

vasiṣṭha+Sing+Voc	+?

vasna+Plur+Acc	vasnaaḥ

vasti+Sing+Acc	vastiam

vasti+Sing+Loc	vastii

vastra+Plur+Acc	vastraaḥ

vastra+Plur+Ins	vastrabhiḥ

vastra+Plur+Nom	vastraaḥ

vastra+Sing+Acc	vastraam

vastra+Sing+Nom	vastra

vastu+Sing+Abl	vastuaḥ

vastu+Sing+Gen	vastuaḥ

vasu+Dual+Voc	+?

vasu+Plur+Acc	vasuaḥ

vasu+Plur+Gen	vasuām

vasu+Plur+Ins	vasubhiḥ

vasu+Plur+Nom	vasuaḥ

vasu+Plur+Voc	+?

vasu+Sing+Acc	vasuam

vasu+Sing+Gen	vasuaḥ

vasu+Sing+Ins	vasuā

vasu+Sing+Nom	vasu

vasu+Sing+Voc	+?

vasudhā+Sing+Acc	vasudhāam

vasuka+Sing+Acc	vasukaam

vasuka+Sing+Dat	vasukae

vasuka+Sing+Nom	vasuka

vasukra+Sing+Abl	vasukraaḥ

vasukra+Sing+Nom	vasukra

vasurocis+Plur+Nom	vasurociṣaḥ

vasuruci+Sing+Nom	vasuruci

vasutvana+Sing+Dat	vasutvanae

vasyas+Sing+Acc	vasyasam

vasyas+Sing+Ins	vasyasā

vasyaṣṭi+Sing+Acc	vasyaṣṭiam

vasyaṣṭi+Sing+Dat	vasyaṣṭie

vasyaṣṭi+Sing+Nom	vasyaṣṭi

vasā+Dual+Ins	vasābhyām

vasā+Sing+Acc	vasāam

vasā+Sing+Ins	vasāā

vasā+Sing+Nom	vasā

vatsa+Dual+Nom	vatsaau

vatsa+Plur+Acc	vatsaaḥ

vatsa+Plur+Dat	vatsabhyaḥ

vatsa+Plur+Gen	vatsaām

vatsa+Plur+Ins	vatsabhiḥ

vatsa+Plur+Nom	vatsaaḥ

vatsa+Sing+Abl	vatsaaḥ

vatsa+Sing+Acc	vatsaam

vatsa+Sing+Gen	vatsaaḥ

vatsa+Sing+Ins	vatsaā

vatsa+Sing+Loc	vatsai

vatsa+Sing+Nom	vatsa

vatsa+Sing+Voc	+?

vatsara+Sing+Dat	vatsarae

vatsatara+Sing+Acc	vatsataraam

vatsatarī+Plur+Acc	vatsatarīaḥ

vatsatarī+Sing+Acc	vatsatarīam

vatsatarī+Sing+Gen	vatsatarīaḥ

vatsā+Sing+Acc	vatsāam

vavra+Sing+Loc	vavrai

vavri+Sing+Acc	vavriam

vavri+Sing+Nom	vavri

vayas+Plur+Acc	vayasaḥ

vayas+Plur+Gen	vayasām

vayas+Plur+Nom	vayasaḥ

vayas+Sing+Acc	vayasam

vayas+Sing+Gen	vayasaḥ

vayas+Sing+Ins	vayasā

vayas+Sing+Loc	vayasi

vayas+Sing+Nom	vayas

vayasya+Sing+Nom	vayasya

vayuna+Plur+Acc	vayunaaḥ

vayā+Plur+Nom	vayāaḥ

vayā+Sing+Acc	vayāam

vañjula+Sing+Nom	vañjula

vaśa+Plur+Acc	vaśaaḥ

vaśa+Plur+Loc	vaśasu

vaśa+Plur+Nom	vaśaaḥ

vaśa+Sing+Acc	vaśaam

vaśa+Sing+Gen	vaśaaḥ

vaśa+Sing+Ins	vaśaā

vaśa+Sing+Loc	vaśai

vaśa+Sing+Nom	vaśa

vaśaṃgama+Dual+Nom	vaśaṃgamaau

vaśā+Dual+Acc	vaśāau

vaśā+Plur+Gen	vaśāām

vaśā+Plur+Ins	vaśābhiḥ

vaśā+Plur+Nom	vaśāaḥ

vaśā+Sing+Abl	vaśāaḥ

vaśā+Sing+Acc	vaśāam

vaśā+Sing+Gen	vaśāaḥ

vaśā+Sing+Loc	vaśāi

vaśā+Sing+Nom	vaśā

vaśā+Sing+Voc	+?

vaḍaba+Sing+Acc	vaḍabaam

vaḍaba+Sing+Nom	vaḍaba

vaḍabā+Plur+Acc	vaḍabāaḥ

vaḍabā+Plur+Dat	vaḍabābhyaḥ

vaḍabā+Sing+Loc	vaḍabāi

vaḍabā+Sing+Nom	vaḍabā

vaṃsaga+Sing+Nom	vaṃsaga

vaṃśa+Sing+Acc	vaṃśaam

vaṃśa+Sing+Nom	vaṃśa

vaṃśa+Sing+Voc	+?

vaṃśya+Plur+Nom	vaṃśyaaḥ

vaṅga+Plur+Acc	vaṅgaaḥ

vaṅkri+Plur+Gen	vaṅkriām

vaṇij+Plur+Ins	vaṇigbhiḥ

vaṇijya+Sing+Nom	vaṇijya

vaṣaṭkāra+Sing+Acc	vaṣaṭkāraam

vaṣaṭkāra+Sing+Dat	vaṣaṭkārae

vaṣaṭkāra+Sing+Ins	vaṣaṭkāraā

vaṣaṭkāra+Sing+Nom	vaṣaṭkāra

vaṣaṭkṛti+Sing+Acc	vaṣaṭkṛtiam

vaṭapattra+Plur+Ins	vaṭapattrabhiḥ

vaṭu+Sing+Acc	vaṭuam

veda+Dual+Acc	vedaau

veda+Dual+Nom	vedaau

veda+Plur+Acc	vedaaḥ

veda+Plur+Dat	vedabhyaḥ

veda+Plur+Gen	vedaām

veda+Plur+Ins	vedabhiḥ

veda+Plur+Loc	vedasu

veda+Plur+Nom	vedaaḥ

veda+Sing+Acc	vedaam

veda+Sing+Gen	vedaaḥ

veda+Sing+Ins	vedaā

veda+Sing+Loc	vedai

veda+Sing+Nom	veda

vedana+Sing+Loc	vedanai

vedana+Sing+Nom	vedana

vedapāraga+Plur+Ins	vedapāragabhiḥ

vedas+Plur+Acc	vedasaḥ

vedas+Plur+Nom	vedasaḥ

vedas+Sing+Acc	vedasam

vedas+Sing+Dat	vedase

vedas+Sing+Nom	vedas

vedhas+Plur+Nom	vedhasaḥ

vedhas+Plur+Voc	+?

vedhas+Sing+Dat	vedhase

vedhas+Sing+Gen	vedhasaḥ

vedhas+Sing+Nom	vedhas

vedhas+Sing+Voc	+?

vedhasyā+Sing+Ins	vedhasyāā

vedi+Sing+Abl	vediaḥ

vedi+Sing+Acc	vediam

vedi+Sing+Dat	vedie

vedi+Sing+Loc	vedii

vedi+Sing+Nom	vedi

vedyā+Plur+Gen	vedyāām

vedānta+Sing+Loc	vedāntai

vedānta+Sing+Nom	vedānta

vega+Sing+Acc	vegaam

vega+Sing+Ins	vegaā

vehat+Sing+Acc	vehatam

vehat+Sing+Nom	vehat

velā+Dual+Loc	velāoḥ

velā+Plur+Loc	velāsu

velā+Sing+Abl	velāaḥ

velā+Sing+Acc	velāam

velā+Sing+Loc	velāi

vena+Plur+Nom	venaaḥ

vena+Sing+Nom	vena

vepana+Plur+Loc	vepanasu

vepas+Sing+Acc	vepasam

vetana+Sing+Nom	vetana

vetasa+Plur+Ins	vetasabhiḥ

vetasa+Sing+Acc	vetasaam

vetasu+Plur+Acc	vetasuaḥ

veśa+Plur+Acc	veśaaḥ

veśman+Sing+Acc	veśmanam

veśman+Sing+Gen	veśmanaḥ

veśman+Sing+Nom	veśman

veśya+Sing+Ins	veśyaā

veṇikā+Plur+Ins	veṇikābhiḥ

veṇu+Plur+Nom	veṇuaḥ

veṇu+Sing+Gen	veṇuaḥ

veṇu+Sing+Ins	veṇuā

veṇu+Sing+Nom	veṇu

veṣa+Sing+Dat	veṣae

veṣṭana+Sing+Nom	veṣṭana

vi+Plur+Nom	viaḥ

vi+Sing+Acc	viam

vi+Sing+Gen	viaḥ

vi+Sing+Nom	vi

vibhakti+Plur+Acc	vibhaktiaḥ

vibhakti+Plur+Ins	vibhaktibhiḥ

vibhakti+Plur+Loc	vibhaktiṣu

vibhakti+Plur+Nom	vibhaktiaḥ

vibhakti+Sing+Acc	vibhaktiam

vibhakti+Sing+Nom	vibhakti

vibhaktikā+Sing+Nom	vibhaktikā

vibhava+Sing+Acc	vibhavaam

vibhava+Sing+Nom	vibhava

vibhraṃśa+Sing+Acc	vibhraṃśaam

vibhrātṛvya+Sing+Nom	vibhrātṛvya

vibhvan+Sing+Dat	vibhvane

vibhāga+Sing+Acc	vibhāgaam

vibhāt+Sing+Nom	vibhāt

vibhāva+Sing+Nom	vibhāva

vibhāvasu+Sing+Acc	vibhāvasuam

vibhāvasu+Sing+Nom	vibhāvasu

vibhāvasu+Sing+Voc	+?

vibhīdaka+Sing+Nom	vibhīdaka

vibhūti+Plur+Nom	vibhūtiaḥ

vibodhana+Sing+Acc	vibodhanaam

vicakṣaṇā+Sing+Acc	vicakṣaṇāam

vicakṣaṇā+Sing+Nom	vicakṣaṇā

vicikitsā+Sing+Dat	vicikitsāe

vicikitsā+Sing+Nom	vicikitsā

vicāra+Plur+Nom	vicāraaḥ

vicārin+Sing+Nom	vicārin

vicṛt+Dual+Nom	vicṛtau

vicṛt+Plur+Nom	vicṛtaḥ

vicṛt+Sing+Acc	vicṛtam

vidagdha+Sing+Nom	vidagdha

vidatha+Dual+Acc	vidathaau

vidatha+Plur+Acc	vidathaaḥ

vidatha+Plur+Loc	vidathasu

vidatha+Sing+Acc	vidathaam

vidatha+Sing+Dat	vidathae

vidatha+Sing+Gen	vidathaaḥ

vidatha+Sing+Loc	vidathai

videha+Plur+Nom	videhaaḥ

videvana+Sing+Dat	videvanae

vidharaṇī+Sing+Nom	vidharaṇī

vidharman+Sing+Ins	vidharmanā

vidharman+Sing+Loc	vidharmani

vidharman+Sing+Nom	vidharman

vidhartṛ+Sing+Loc	vidhartṛi

vidhartṛ+Sing+Nom	vidhartṛ

vidhartṛ+Sing+Voc	+?

vidhavā+Plur+Nom	vidhavāaḥ

vidhavā+Sing+Acc	vidhavāam

vidhavā+Sing+Nom	vidhavā

vidhi+Sing+Acc	vidhiam

vidhi+Sing+Gen	vidhiaḥ

vidhi+Sing+Ins	vidhiā

vidhi+Sing+Nom	vidhi

vidhu+Sing+Acc	vidhuam

vidhāna+Plur+Acc	vidhānaaḥ

vidhāna+Sing+Ins	vidhānaā

vidhātṛ+Sing+Acc	vidhātṛam

vidhṛti+Dual+Acc	vidhṛtiau

vidhṛti+Dual+Loc	vidhṛtioḥ

vidhṛti+Dual+Nom	vidhṛtiau

vidhṛti+Sing+Acc	vidhṛtiam

vidhṛti+Sing+Dat	vidhṛtie

vidhṛti+Sing+Nom	vidhṛti

vidiś+Plur+Nom	vidiśaḥ

vidradha+Sing+Acc	vidradhaam

vidradha+Sing+Gen	vidradhaaḥ

vidura+Sing+Acc	viduraam

vidura+Sing+Loc	vidurai

vidura+Sing+Nom	vidura

vidura+Sing+Voc	+?

vidveṣaṇa+Sing+Nom	vidveṣaṇa

vidya+Sing+Dat	vidyae

vidyut+Plur+Acc	vidyutaḥ

vidyut+Plur+Nom	vidyutaḥ

vidyut+Sing+Abl	vidyutaḥ

vidyut+Sing+Acc	vidyutam

vidyut+Sing+Dat	vidyute

vidyut+Sing+Gen	vidyutaḥ

vidyut+Sing+Ins	vidyutā

vidyut+Sing+Loc	vidyuti

vidyut+Sing+Nom	vidyut

vidyā+Dual+Nom	vidyāau

vidyā+Plur+Gen	vidyāām

vidyā+Plur+Loc	vidyāsu

vidyā+Plur+Nom	vidyāaḥ

vidyā+Sing+Abl	vidyāaḥ

vidyā+Sing+Acc	vidyāam

vidyā+Sing+Dat	vidyāe

vidyā+Sing+Ins	vidyāā

vidyā+Sing+Nom	vidyā

vidyāvratasnātaka+Sing+Nom	vidyāvratasnātaka

vidṛti+Sing+Nom	vidṛti

vighna+Sing+Acc	vighnaam

vighna+Sing+Ins	vighnaā

vihava+Plur+Loc	vihavasu

vihava+Sing+Loc	vihavai

vihāra+Sing+Abl	vihāraaḥ

vihāra+Sing+Acc	vihāraam

vihāra+Sing+Nom	vihāra

vij+Plur+Acc	vijaḥ

vijarā+Sing+Acc	vijarāam

vijarā+Sing+Nom	vijarā

vijaya+Sing+Dat	vijayae

vijaya+Sing+Loc	vijayai

vijaya+Sing+Nom	vijaya

vijijñāsā+Sing+Nom	vijijñāsā

vijiti+Sing+Acc	vijitiam

vijiti+Sing+Dat	vijitie

vijñāna+Sing+Abl	vijñānaaḥ

vijñāna+Sing+Acc	vijñānaam

vijñāna+Sing+Ins	vijñānaā

vijñāna+Sing+Nom	vijñāna

vijñāti+Sing+Nom	vijñāti

vikalpa+Plur+Nom	vikalpaaḥ

vikalpa+Sing+Ins	vikalpaā

vikalpa+Sing+Nom	vikalpa

vikartṛ+Sing+Acc	vikartṛam

vikarṇa+Sing+Nom	vikarṇa

vikarṣa+Sing+Nom	vikarṣa

vikaṅkata+Sing+Acc	vikaṅkataam

vikhura+Sing+Acc	vikhuraam

vikhāda+Sing+Loc	vikhādai

vikrama+Sing+Acc	vikramaam

vikramaṇa+Sing+Acc	vikramaṇaam

vikraya+Sing+Nom	vikraya

vikāra+Plur+Acc	vikāraaḥ

vikāra+Plur+Nom	vikāraaḥ

vikāra+Sing+Loc	vikārai

vikāra+Sing+Nom	vikāra

vikṣara+Sing+Acc	vikṣaraam

viligī+Sing+Nom	viligī

vilikhant+Sing+Nom	vilikhan

vilohita+Sing+Acc	vilohitaam

vimada+Plur+Nom	vimadaaḥ

vimada+Sing+Dat	vimadae

vimada+Sing+Ins	vimadaā

vimadhya+Sing+Acc	vimadhyaam

vimadhya+Sing+Loc	vimadhyai

vimita+Sing+Abl	vimitaaḥ

vimita+Sing+Acc	vimitaam

vimita+Sing+Nom	vimita

vimocana+Sing+Abl	vimocanaaḥ

vimocana+Sing+Loc	vimocanai

vimocana+Sing+Nom	vimocana

vimoka+Sing+Acc	vimokaam

vimoka+Sing+Nom	vimoka

vimokṣa+Sing+Loc	vimokṣai

vimuc+Plur+Nom	vimucaḥ

vimāna+Sing+Abl	vimānaaḥ

vimāna+Sing+Loc	vimānai

vinatā+Sing+Acc	vinatāam

vinaya+Sing+Acc	vinayaam

vinaya+Sing+Gen	vinayaaḥ

vinaya+Sing+Loc	vinayai

vinaya+Sing+Nom	vinaya

vinaṣṭi+Sing+Nom	vinaṣṭi

vinivṛtti+Sing+Nom	vinivṛtti

vināyaka+Sing+Acc	vināyakaam

vināśa+Sing+Acc	vināśaam

vināśa+Sing+Dat	vināśae

vināṭa+Sing+Abl	vināṭaaḥ

vip+Plur+Acc	vipaḥ

viparyāsa+Sing+Loc	viparyāsai

vipatha+Sing+Nom	vipatha

vipra+Plur+Acc	vipraaḥ

vipra+Plur+Gen	vipraām

vipra+Plur+Ins	viprabhiḥ

vipra+Plur+Nom	vipraaḥ

vipra+Sing+Acc	vipraam

vipra+Sing+Dat	viprae

vipra+Sing+Gen	vipraaḥ

vipra+Sing+Ins	vipraā

vipra+Sing+Nom	vipra

vipra+Sing+Voc	+?

vipratipatti+Sing+Loc	vipratipattii

vipratipatti+Sing+Nom	vipratipatti

vipratiṣedha+Sing+Nom	vipratiṣedha

vipravāsa+Sing+Loc	vipravāsai

vipravāsa+Sing+Nom	vipravāsa

vipreman+Sing+Acc	vipremanam

vipruṣ+Plur+Nom	vipruṣaḥ

vipruṣa+Plur+Nom	vipruṣaaḥ

vipuṣṭi+Sing+Dat	vipuṣṭie

vipāka+Sing+Abl	vipākaaḥ

vipāś+Sing+Acc	vipāśam

vipāś+Sing+Loc	vipāśi

vipāś+Sing+Nom	vipāś

viramaṇa+Sing+Abl	viramaṇaaḥ

virocana+Sing+Ins	virocanaā

virocana+Sing+Nom	virocana

virodha+Sing+Abl	virodhaaḥ

virodha+Sing+Loc	virodhai

viroka+Sing+Loc	virokai

virukmant+Sing+Ins	virukmantā

virāj+Dual+Acc	virājau

virāj+Dual+Nom	virājau

virāj+Plur+Loc	virākṣu

virāj+Plur+Nom	virājaḥ

virāj+Sing+Acc	virājam

virāj+Sing+Dat	virāje

virāj+Sing+Gen	virājaḥ

virāj+Sing+Ins	virājā

virāj+Sing+Loc	virāji

virāj+Sing+Nom	virāj

virāṭa+Sing+Ins	virāṭaā

virūpākṣa+Sing+Acc	virūpākṣaam

visalpa+Sing+Acc	viṣalpaam

visalpaka+Sing+Gen	viṣalpakaaḥ

visarga+Sing+Loc	viṣargai

visarjana+Sing+Ins	viṣarjanaā

visarjana+Sing+Loc	viṣarjanai

visarjana+Sing+Nom	viṣarjana

vismaya+Sing+Acc	viṣmayaam

visphuliṅga+Plur+Nom	viṣphuliṅgaaḥ

visraṃsa+Sing+Dat	viṣraṃsae

visruh+Plur+Nom	viṣruhaḥ

visruh+Sing+Ins	viṣruhā

vistāra+Sing+Abl	viṣtāraaḥ

visāra+Sing+Loc	viṣārai

visṛt+Plur+Acc	viṣṛtaḥ

visṛṣṭi+Sing+Nom	viṣṛṣṭi

vitasta+Sing+Acc	vitastaam

vitastā+Sing+Acc	vitastāam

vitastā+Sing+Ins	vitastāā

vitta+Sing+Abl	vittaaḥ

vitta+Sing+Acc	vittaam

vitta+Sing+Gen	vittaaḥ

vitta+Sing+Ins	vittaā

vitta+Sing+Loc	vittai

vitta+Sing+Nom	vitta

vitāna+Sing+Acc	vitānaam

vitāna+Sing+Gen	vitānaaḥ

vivara+Sing+Acc	vivaraam

vivarta+Sing+Loc	vivartai

vivasvant+Sing+Acc	vivasvantam

vivasvant+Sing+Dat	vivasvante

vivasvant+Sing+Gen	vivasvantaḥ

vivasvant+Sing+Loc	vivasvanti

viviṃśati+Sing+Nom	viviṃśati

vivācana+Sing+Nom	vivācana

vivāha+Dual+Loc	vivāhaoḥ

vivāha+Plur+Nom	vivāhaaḥ

vivāha+Sing+Acc	vivāhaam

vivāha+Sing+Gen	vivāhaaḥ

vivāha+Sing+Loc	vivāhai

vivāha+Sing+Nom	vivāha

vivāhya+Sing+Nom	vivāhya

vivāna+Sing+Nom	vivāna

vivṛtti+Sing+Nom	vivṛtti

viś+Plur+Acc	viśaḥ

viś+Plur+Dat	viśbhyaḥ

viś+Plur+Gen	viśām

viś+Plur+Ins	viśbhiḥ

viś+Plur+Loc	viśsu

viś+Plur+Nom	viśaḥ

viś+Sing+Abl	viśaḥ

viś+Sing+Acc	viśam

viś+Sing+Dat	viśe

viś+Sing+Gen	viśaḥ

viś+Sing+Ins	viśā

viś+Sing+Loc	viśi

viś+Sing+Nom	viś

viśara+Sing+Abl	viśaraaḥ

viśasana+Sing+Loc	viśasanai

viśasitṛ+Sing+Acc	viśasitṛam

viśaṅkā+Sing+Acc	viśaṅkāam

viśeṣa+Sing+Acc	viśeṣaam

viśeṣa+Sing+Nom	viśeṣa

viśoṣa+Sing+Gen	viśoṣaaḥ

viśpalā+Sing+Acc	viśpalāam

viśpati+Sing+Acc	viśpatiam

viśpati+Sing+Nom	viśpati

viśpati+Sing+Voc	+?

viśravas+Sing+Dat	viśravase

viśva+Sing+Dat	viśvae

viśva+Sing+Gen	viśvaaḥ

viśvadeva+Plur+Ins	viśvadevabhiḥ

viśvajit+Sing+Abl	viśvajitaḥ

viśvajit+Sing+Nom	viśvajit

viśvajyotis+Plur+Acc	viśvajyotiṣaḥ

viśvakarman+Sing+Acc	viśvakarmanam

viśvakarman+Sing+Dat	viśvakarmane

viśvakarman+Sing+Ins	viśvakarmanā

viśvakarman+Sing+Nom	viśvakarman

viśvambhara+Sing+Nom	viśvambhara

viśvambharā+Sing+Nom	viśvambharā

viśvarucī+Sing+Nom	viśvarucī

viśvarūpa+Sing+Acc	viśvarūpaam

viśvarūpa+Sing+Gen	viśvarūpaaḥ

viśvarūpā+Sing+Acc	viśvarūpāam

viśvavāsa+Sing+Nom	viśvavāsa

viśvaṃtara+Sing+Dat	viśvaṃtarae

viśvaṃtara+Sing+Nom	viśvaṃtara

viśvāmitra+Sing+Gen	viśvāmitraaḥ

viśvāmitra+Sing+Nom	viśvāmitra

viśvāvasu+Sing+Acc	viśvāvasuam

viśvāvasu+Sing+Nom	viśvāvasu

viśvāvasu+Sing+Voc	+?

viśālākṣa+Sing+Nom	viśālākṣa

viṃśa+Dual+Acc	viṃśaau

viṣa+Plur+Acc	viṣaaḥ

viṣa+Sing+Acc	viṣaam

viṣa+Sing+Gen	viṣaaḥ

viṣa+Sing+Ins	viṣaā

viṣa+Sing+Loc	viṣai

viṣa+Sing+Nom	viṣa

viṣa+Sing+Voc	+?

viṣama+Plur+Acc	viṣamaaḥ

viṣama+Plur+Loc	viṣamasu

viṣama+Sing+Loc	viṣamai

viṣaya+Sing+Acc	viṣayaam

viṣaya+Sing+Loc	viṣayai

viṣkambha+Sing+Acc	viṣkambhaam

viṣkandha+Plur+Nom	viṣkandhaaḥ

viṣkandha+Sing+Abl	viṣkandhaaḥ

viṣkandha+Sing+Acc	viṣkandhaam

viṣkandha+Sing+Gen	viṣkandhaaḥ

viṣpita+Plur+Acc	viṣpitaaḥ

viṣuvant+Sing+Acc	viṣuvantam

viṣuvant+Sing+Gen	viṣuvantaḥ

viṣuvant+Sing+Loc	viṣuvanti

viṣuvant+Sing+Nom	viṣuvan

viṣāda+Sing+Acc	viṣādaam

viṣātakī+Sing+Nom	viṣātakī

viṣāṇa+Dual+Nom	viṣāṇaau

viṣṇu+Plur+Nom	viṣṇuaḥ

viṣṇu+Sing+Acc	viṣṇuam

viṣṇu+Sing+Dat	viṣṇue

viṣṇu+Sing+Gen	viṣṇuaḥ

viṣṇu+Sing+Ins	viṣṇuā

viṣṇu+Sing+Loc	viṣṇui

viṣṇu+Sing+Nom	viṣṇu

viṣṇu+Sing+Voc	+?

viṣṇukrama+Plur+Acc	viṣṇukramaaḥ

viṣṭambha+Sing+Nom	viṣṭambha

viṣṭap+Sing+Loc	viṣṭapi

viṣṭapa+Plur+Acc	viṣṭapaaḥ

viṣṭapa+Sing+Nom	viṣṭapa

viṣṭara+Dual+Nom	viṣṭaraau

viṣṭara+Plur+Acc	viṣṭaraaḥ

viṣṭara+Sing+Acc	viṣṭaraam

viṣṭara+Sing+Loc	viṣṭarai

viṣṭara+Sing+Nom	viṣṭara

viṣṭhā+Plur+Nom	viṣṭhāaḥ

viṣṭhā+Sing+Acc	viṣṭhāam

viṣṭhā+Sing+Ins	viṣṭhāā

viṣṭhā+Sing+Nom	viṣṭhā

viṣṭi+Sing+Ins	viṣṭiā

voḍhṛ+Sing+Nom	voḍhṛ

vraja+Sing+Acc	vrajaam

vraja+Sing+Gen	vrajaaḥ

vraja+Sing+Nom	vraja

vrajana+Sing+Nom	vrajana

vrata+Dual+Nom	vrataau

vrata+Dual+Voc	+?

vrata+Plur+Acc	vrataaḥ

vrata+Plur+Gen	vrataām

vrata+Plur+Ins	vratabhiḥ

vrata+Plur+Loc	vratasu

vrata+Plur+Nom	vrataaḥ

vrata+Plur+Voc	+?

vrata+Sing+Acc	vrataam

vrata+Sing+Dat	vratae

vrata+Sing+Ins	vrataā

